,type,registration,operator,country,cat,new_date,new_fatalities
17032,Morane Saulnier MS.760 Paris I,70,French AF,France,U1,1992-02-10,6
17033,Boeing 727-2H3,TS-JHV,Tunis Air,Tunisia,O1,1992-02-11,0
17034,Douglas DC-8-54F,9G-MKB,MK Air Cargo,Nigeria,A1,1992-02-15,0
17035,DC-8-63F,N794AL,ATI,USA,A1,1992-02-15,4
17036,Cessna 208 Caravan I,FAB-221,Bolivian AF,Bolivia,U1,1992-02-15,0
17037,Douglas DC-6A/B,N72522,Unknown,Mexico,A1,1992-02-17,4
17038,Antonov An-2P,SP-FAW,private,C.A.R.,O1,1992-02-18,6
17039,Boeing 707-349C,D2-TOJ,TAAG,Angola,A1,1992-02-20,0
17040,Antonov An-24RV,OB-1439,Trans Amazon,Peru,A1,1992-02-22,0
17041,BAe-125-700B,5H-SMZ,Government of Tanzania,Tanzania,A2,1992-02-22,0
17042,DHC-6 Twin Otter 300,N723CA,MarkAir Express,USA,A2,1992-02-24,0
17043,CASA CN-235M-100,E-217,Chilean Army,Antarctica,A1,1992-02-25,0
17044,Dornier 228-201,5N-ARI,AIEP,Nigeria,A1,1992-02-26,0
17045,Antonov An-26SM,52+10,German AF,Germany,A1,1992-02-27,0
17046,Douglas DC-3A,CP-529,Frigorifico Santa Rita,Bolivia,A1,1992-02-29,0
17047,Douglas DC-3C,5Y-BBN,Air Kenya,Kenya,A1,1992-02-01,0
17048,Curtiss C-46T,CP-754,Frigorifico Santa Rita,Bolivia,A1,1992-03-02,5
17049,Douglas DC-6BF,N151,Everts Air Fuel,USA,A1,1992-03-03,0
17050,NAMC YS-11A-205,N918AX,Airborne Express,USA,A1,1992-03-06,0
17051,Lockheed L-1011-385-3 TriStar 500,9Y-TGJ,BWIA,Germany,A2,1992-03-09,0
17052,DHC-6 Twin Otter 300,TN-ACX,Lina Congo,Congo,A1,1992-03-12,3
17053,BAe 3101 Jetstream 31,N165PC,"USAir Express, opb CCAir",USA,A1,1992-03-12,2
17054,Fairchild FH-227C,XA-RSV,Aerocaribe,Mexico,A1,1992-03-13,0
17055,Let L-410UVP-E,OK-PDI,Slov-Air,Slovakia,A1,1992-03-13,0
17056,DHC-6 Twin Otter 300,C-GQKZ,NorOntair,Canada,A2,1992-03-19,0
17057,Antonov An-2R,SP-WPR,ZUA,Italy,A1,1992-03-19,6
17058,Concorde 102,G-BOAB,British Airways,Atlantic Ocean,A2,1992-03-21,0
17059,Cessna 550 Citation II,HB-VIT,private,Switzerland,A2,1992-03-21,0
17060,IAI 1124 Westwind I,VH-LLY,Australian Coast Guard,Australia,A2,1992-03-21,0
17061,Antonov An-30A,CCCP-30002,Myachkovo Avia,Russia,A1,1992-03-22,10
17062,Fokker F-28 Fellowship 4000,N485US,USAir,USA,A1,1992-03-22,27
17063,Boeing 707-321C,ST-ALX,Golden Star Air Cargo,Greece,A1,1992-03-24,7
17064,Antonov An-32,K2761,Indian AF,India,U1,1992-03-25,6
17065,Dassault Falcon 10,F-GJHK,Unknown,France,U1,1992-03-26,6
17066,Douglas DC-9-15,HK-2864X,Intercontinental de AviaciÃ³n,Colombia,A1,1992-03-26,0
17067,Yakovlev Yak-40,N219FX,Aeroflot,Azerbaijan,C2,1992-03-27,0
17068,Douglas DC-8-33AF,OB-1456,Export Air,Peru,A1,1992-03-28,0
17069,Antonov An-26,CCCP-26154,Soviet AF,India,A1,1992-03-30,0
17070,DC-9-32,EC-BYH,Aviaco,Spain,A1,1992-03-30,0
17071,Antonov An-2,CCCP-55607,Magadan Avia,Russia,A1,1992-03-30,1
17072,Boeing 707-321C,5N-MAS,Trans-Air Service,France,A1,1992-03-31,0
17073,Kawasaki P-3C-II.5 Orion,5032,Japanese Navy,Japan,A1,1992-03-31,0
17074,Boeing 727-260,NC54451,Ethiopian Airlines,Yemen,H2,1992-04-01,0
17075,Antonov An-32,K2669,Indian AF,India,A1,1992-04-01,4
17076,Antonov An-32,K3055,Indian AF,India,A1,1992-04-01,4
17077,Let L-410UVP,CCCP-67130,Kamchatavia,Russia,A1,1992-04-04,1
17078,Antonov An-24RV,J5-GBE,Air Bissau,Libya,A1,1992-04-07,3
17079,BN-2A-26 Islander,B-11116,Taiwan Airlines,Taiwan,A1,1992-04-10,7
17080,Boeing 727-260,N208W,Ethiopian Airlines,Kenya,H2,1992-04-12,0
17081,Embraer EMB-110P1 Bandeirante,P2-RDS,Talair,P.N. Guinea,A1,1992-04-14,11
17082,Antonov An-2P,CCCP-35546,Tyumenaviatrans,Russia,A1,1992-04-14,6
17083,DHC-5D Buffalo,214,Kenyan AF,Kenya,A1,1992-04-16,52
17084,DHC-6 Twin Otter 200,N141PV,Perris Valley Aviation,USA,A1,1992-04-22,16
17085,DC-8-55F,N29549,Kalitta American International Airways,USA,A2,1992-04-23,0
17086,Lockheed C-130H Hercules,67-7183,USAF,Pacific Ocean,C1,1992-04-24,1
17087,Boeing 707-324C,HK-3604X,TAMPA Colombia,USA,A2,1992-04-25,0
17088,Fokker F-27 Friendship 400M,May-15,"Saha Air, lsf Iran AF",Iran,A1,1992-04-26,39
17089,Cessna 501 Citation I/SP,I-CIGB,Tradexim SRL,Switzerland,A2,1992-04-27,0
17090,Lockheed C-130E Hercules,64-0501,USAF,USA,A1,1992-04-28,9
17091,Boeing 707-351C,9G-RBO,GAS Air Nigeria,Nigeria,A1,1992-04-29,0
17092,Learjet 35A,PT-OEF,TransamÃ©rica TÃ¡xi AÃ©reo,Mexico,A1,1992-05-02,2
17093,Antonov An-2V,CCCP-50585,Krasnoyarsk Avia,Russia,A1,1992-05-06,6
17094,Yakovlev Yak-40,CCCP-87532,Ararat Avia,Armenia,C1,1992-05-09,0
17095,Convair CV-580,N73107,"RG Aviation, op.for Laredo Air",USA,A1,1992-05-11,0
17096,Yakovlev Yak-40,EZ-88235,Lebap Aircompany,Turkmenistan,A1,1992-05-13,0
17097,DHC-6 Twin Otter 300,HK-2760,Aerotaca,Colombia,H2,1992-05-16,3
17098,DHC-6 Twin Otter 310,9M-MDL,Malaysia Airlines,Malaysia,A2,1992-05-23,0
17099,Tupolev Tu-154M,YA-TAP,Ariana Afghan Airlines,Afghanistan,C2,1992-05-29,0
17100,Boeing EC-135J,62-3584,USAF,USA,A1,1992-05-29,0
17101,Tupolev Tu-154B,LZ-BTD,Balkan Bulgarian,Bulgaria,A1,1992-06-05,0
17102,Boeing 737-204,HP-1205CMP,COPA Panama,Panama,A1,1992-06-06,47
17103,CASA C-212 Aviocar 200,N355CA,"American Eagle, opb Executive Airlines",Puerto Rico,A1,1992-06-07,5
17104,Tupolev Tu-154,PT-TBD,Aeroflot,Russia,H2,1992-06-07,1
17105,Beech C99,N118GP,GP Express,USA,A1,1992-06-08,3
17106,Antonov An-32B,CCCP-48058,"Aero Pulse, opf UN WFP",Mozambique,A1,1992-06-10,0
17107,Learjet 25B,N38DJ,Jet Charter Group,USA,A1,1992-06-12,2
17108,Beech 200 Super King Air,N32HG,Omega Air Inc,USA,A1,1992-06-16,4
17109,Tupolev Tu-154B-1,CCCP-85282,"Aeroflot, Uralsk",Russia,O1,1992-06-19,1
17110,Tupolev Tu-154B-1,CCCP-85234,"Aeroflot, Privolzhsk",Russia,O1,1992-06-19,0
17111,Antonov An-2R,CCCP-32544,"Aeroflot, Kazakstan",Russia,A1,1992-06-21,6
17112,Grumman G-159 Gulfstream I,I-MDDD,TAS Airways,Italy,A1,1992-06-22,0
17113,Antonov An-12A,CCCP-11896,Krasnoyarskie Avialinii,Russia,A1,1992-06-22,10
17114,Boeing 737-2A1C,PP-SND,VASP,Brazil,A1,1992-06-22,3
17115,Boeing 767-330ER,D-ABUZ,Condor Flugdienst,Venezuela,A2,1992-06-24,0
17116,CASA/Nurtanio NC-212 Aviocar,PK-VSM,Dirgantara Air Services,Indonesia,A1,1992-06-25,3
17117,Saab 340A,VH-EKT,Kendell Airlines,Australia,A2,1992-07-01,0
17118,Antonov An-2R,CCCP-40237,Chimkent Aviation Enterprise,Kazakhstan,A1,1992-07-03,3
17119,Boeing 727-277,VH-ANA,Ansett Australia,Australia,A2,1992-07-04,0
17120,Shaanxi Yunshuji Y-8D,CR872,Sri Lanka AF,Sri Lanka,C1,1992-07-05,19
17121,DHC-6 Twin Otter 300,9N-ABB,Royal Nepal Airlines,Nepal,A2,1992-07-05,0
17122,GAF Nomad N.22B,I-JALA,Alimediterranea,Italy,O1,1992-07-06,0
17123,Antonov An-2R,CCCP-07816,"Aeroflot, Central Region",Russia,A1,1992-07-08,6
17124,Cessna 650 Citation III,E-302,Chilean Army,Chile,A1,1992-07-09,3
17125,Dornier Do 28D-2 Skyservant,58+58,German AF,Germany,A1,1992-07-09,2
17126,Shorts 330-100,G-OGIL,Gill Air,U.K.,A1,1992-07-10,0
17127,Shorts SC.7 Skyvan 3A-200,N20086,Arctic Circle Air Service,USA,A1,1992-07-13,1
17128,Antonov An-12,4X-FBU/448,Russian AF,Azerbaijan,A1,1992-07-14,29
17129,Antonov An-12B,CCCP-11111,Magadanaerogruz,Russia,A1,1992-07-14,0
17130,Antonov An-12,N94213,Yemen AF,Yemen,A1,1992-07-14,58
17131,Shorts JC-23A Sherpa (330),84-0466,USAF,USA,A1,1992-07-16,3
17132,Tupolev Tu-154B,85222,Tbilisi Aviation Enterprise,Georgia,A1,1992-07-20,28
17133,Douglas C-47A (DC-3),LX-DKT,Legend Air,Belgium,O1,1992-07-21,0
17134,DHC-3 Otter,N41755,Woods Air Service,USA,A2,1992-07-22,0
17135,Antonov An-12BK,CCCP-11342,Volga-Dnepr,North Macedonia,A1,1992-07-24,8
17136,Vickers 816 Viscount,PK-RVU,Mandala Airlines,Indonesia,A1,1992-07-24,70
17137,Lockheed C-130H Hercules,65-0253,Sudan AF,South Sudan,A1,1992-07-25,6
17138,Learjet 24XR,ZS-MGJ,Bonanza Hire,South Africa,A2,1992-07-25,0
17139,Vickers 798D Viscount,XA-SCM,Aero Eslava,Mexico,A1,1992-07-27,4
17140,Antonov An-24B,LZ-ANN,Balkan Bulgarian,Bulgaria,O1,1992-07-28,0
17141,Learjet 25C,PT-LHU,Crasa Taxi AÃ©reo,Brazil,A1,1992-07-28,6
17142,Lockheed L-1011 TriStar 1,N11002,TWA,USA,A1,1992-07-30,0
17143,Fokker F-28 Fellowship 1000,C-GTUU,Time Air,Canada,A2,1992-07-30,0
17144,Airbus A310-304,HS-TID,Thai Airways International,Nepal,A1,1992-07-31,113
17145,Yakovlev Yak-42D,B-2755,China General Avn,China,A1,1992-07-31,107
17146,Lockheed KC-130F Hercules,150684,USMC,USA,A1,1992-07-01,0
17147,Tupolev Tu-154M,YA-TAP,Ariana Afghan Airlines,Afghanistan,C1,1992-08-01,0
17148,Yakovlev Yak-40,YA-KAB,Ariana Afghan Airlines,Afghanistan,C1,1992-08-01,6
17149,Cessna 500 Citation I,N769K,private,USA,A1,1992-08-02,0
17150,CASA C-212-M Aviocar 200,T-406,Angolan AF,Unknown country,U1,1992-08-04,6
17151,Yakovlev Yak-42,N899RW,Lvovskie avialinii,Ukraine,H2,1992-08-13,0
17152,DHC-3 Otter,C-FBSF,Air Saguenay,Canada,A2,1992-08-21,0
17153,Convair CV-440-80,CP-1961,SASA,Bolivia,A1,1992-08-21,10
17154,Tupolev Tu-154M,CCCP-85670,Aeroflot,Switzerland,A2,1992-08-23,0
17155,BAC One-Eleven 204AF,5N-KBA,Kabo Air,Nigeria,A1,1992-08-23,0
17156,CASA C-212-M Aviocar 200,T-405,Angolan AF,Unknown country,U1,1992-08-24,6
17157,Learjet 24,N881FC,International Flight Charter,USA,O1,1992-08-24,0
17158,Curtiss C-46D,N625CL,International Flight Center,USA,O1,1992-08-24,0
17159,Douglas DC-6B,N1125J,private,USA,O1,1992-08-24,0
17160,Lockheed C-130B Hercules,58-0740,Inter-American AF Academy,USA,O1,1992-08-24,0
17161,Curtiss C-46F,N67977,Mayo Aviation,USA,O1,1992-08-24,0
17162,Douglas C-54D (DC-4),N62433,private,USA,O1,1992-08-24,0
17163,Fairchild F-27,N273RD,Airlift Int.,USA,O1,1992-08-24,0
17164,Ford 4-AT-B Tri-Motor,N7584,private,USA,O1,1992-08-24,0
17165,Fairchild F-27M,N276RD,Airlift Int.,USA,O1,1992-08-24,0
17166,Fairchild SA227-AC Metro III,N342AE,Lone Star Airlines,USA,A1,1992-08-25,3
17167,DHC-6 Twin Otter 300,OB-1153,TANS,Peru,A1,1992-08-27,8
17168,DHC-4T Caribou,N400NC,NewCal Aviation,Canada,A1,1992-08-27,3
17169,Beech B200C Super King Air,VT-EOA,Border Security Force,India,A1,1992-08-27,1
17170,Tupolev Tu-134A,RA-65058,"Aeroflot, Central Region",Russia,A1,1992-08-27,84
17171,Lockheed C-130F Hercules,149794,US Navy,Guam,O1,1992-08-27,0
17172,Fairchild C-123K Provider,FAES121,Salvadorian AF,El Salvador,A1,1992-08-27,12
17173,Boeing 727-260,43-48600,Ethiopian Airlines,Italy,H2,1992-08-28,0
17174,Antonov An-26,YA-BAN,Ariana Afghan Airlines,Afghanistan,O1,1992-08-28,6
17175,Vickers 843 Viscount,PK-IVX,Bouraq Indonesia,Indonesia,A1,1992-08-28,0
17176,Shorts 330-200,N74NF,Freedom Air,Guam,O1,1992-08-28,0
17177,Ilyushin Il-76MD,CCCP-78780,Soviet AF,Afghanistan,O1,1992-08-28,0
17178,BAC One-Eleven 208AL,5N-HTA,Hold Trade Air,Nigeria,A1,1992-08-29,0
17179,Tupolev Tu-134A-3,CCCP-65810,"Aeroflot, Georgia",Ukraine,A1,1992-08-29,0
17180,AMI DC-3-65TP,ZS-DHX,Professional Aviation Services,Angola,A1,1992-08-31,3
17181,Lockheed L-188C Electra,9Q-CRY,New Air Charter Service,D.R. Congo,U1,1992-08-01,0
17182,Fokker 50,9M-MGG,Malaysia Airlines,Malaysia,A2,1992-09-02,0
17183,Alenia G-222TCM,MM62113,Italian AF,Bosnia,C1,1992-09-03,4
17184,Boeing 727-260,ET-AIU/808,Ethiopian Airlines,Djibouti,H2,1992-09-04,0
17185,Airbus A310-300,LZ-...,Vietnam Airlines,Vietnam,H2,1992-09-04,0
17186,Tupolev Tu-154B-1,CCCP-85269,Air Ukraine,Ukraine,A1,1992-09-05,0
17187,Fokker F-27 Friendship 500,OB-1443,Expresso AÃ©reo,Peru,A1,1992-09-10,1
17188,Canadair CL-215,1075,Hellenic AF,Greece,A1,1992-09-10,0
17189,Yakovlev Yak-40,CCCP-87411,Yakutavia,Russia,A1,1992-09-14,0
17190,Douglas C-118A (DC-6),YV-502C,AeroEjecutivos,Atlantic Ocean,A1,1992-09-18,3
17191,Swearingen SA227-AC Metro III,N2183A,Fairchild,USA,A1,1992-09-18,0
17192,Antonov An-2R,CCCP-40670,Far East Avia,Russia,A1,1992-09-18,0
17193,Curtiss C-46F,HK-3468,AVESCA,Colombia,A1,1992-09-19,11
17194,IAI 1124 Westwind,SE-DLK,Air Sweden,Sweden,A1,1992-09-21,0
17195,Antonov An-2PF,CCCP-32596,"Aeroflot, East Siberia",Russia,A1,1992-09-21,6
17196,DHC-6 Twin Otter 200,T-84,LADE,Antarctica,O1,1992-09-24,0
17197,Harbin Yunshuji Y-12 II,9N-ACI,Nepal Airways,Nepal,A1,1992-09-26,0
17198,Lockheed C-130H Hercules,NAF911,Nigerian AF,Nigeria,A1,1992-09-26,159
17199,Airbus A300B4-203,AP-BCP,PIA,Nepal,A1,1992-09-28,167
17200,Douglas DC-7B,N848D,TBM,USA,A1,1992-10-01,2
17201,Boeing 747-258F,4X-AXG,El Al,Netherlands,A1,1992-10-04,43
17202,BAe 3201 Jetstream 32,G-SUPR,British Aerospace,U.K.,A1,1992-10-06,2
17203,Lockheed C-130E Hercules,63-7881,Air National Guard,USA,A1,1992-10-07,6
17204,DHC-6 Twin Otter 300,PK-NUO,Merpati Nusantara,Indonesia,A2,1992-10-07,0
17205,Avia 14,B-4211,Wuhan Airlines,China,A1,1992-10-08,14
17206,Antonov An-32,CCCP-48088,African Airlines Int.,Somalia,A1,1992-10-09,1
17207,Antonov An-124-100,CCCP-82002,Antonov Design Bureau,Ukraine,A1,1992-10-13,8
17208,Tupolev Tu-154B-2,EW-85528,"Aeroflot, Belarus",Russia,A1,1992-10-13,0
17209,Antonov An-2R,CCCP-07840,"Aeroflot, Kazakstan",Kazakhstan,A1,1992-10-14,0
17210,Douglas DC-8-55,HK-3753X,LAC Colombia,Colombia,A1,1992-10-15,0
17211,IPTN/CASA CN-235-10,PK-MNN,Merpati Nusantara,Indonesia,A1,1992-10-18,31
17212,Antonov An-28,CCCP-28785,"Aeroflot, Komi",Russia,A1,1992-10-19,15
17213,DC-9-32,XA-AMF,AeromÃ©xico,USA,A2,1992-10-21,0
17214,DHC-6 Twin Otter 300,OB-1155,TANS,Peru,A1,1992-10-21,8
17215,Embraer R-95 Bandeirante (EMB-110B),2243,Brazilian AF,Brazil,A1,1992-10-23,5
17216,Swearingen SA226-TC Metro II,5Y-DNT,Eagle Aviation,Somalia,A1,1992-10-25,0
17217,Boeing 767-323ER,N39365,American Airlines,Brazil,A2,1992-10-27,0
17218,Morane Saulnier MS.760 Paris I,46,French Navy,France,A1,1992-10-30,0
17219,Rockwell Sabreliner 75A,N52,FAA,USA,U1,1992-10-30,6
17220,Antonov An-8,CCCP-69346,"MAP Novosibirsk, op.for Yuri Petrov's Airlines",Russia,A1,1992-10-30,13
17221,Boeing 747-228F,LX-DCV,Cargolux,Luxembourg,A2,1992-11-01,0
17222,Douglas C-47A (DC-3),CP-1960,TASJ,Bolivia,A1,1992-11-02,0
17223,DHC-3T Vazar Turbine Otter,N58JH,Ketchikan Air Service,Antarctica,A1,1992-11-03,0
17224,Douglas DC-7CF,HI-619SP,Aerochago Airlines,USA,A1,1992-11-06,0
17225,Rockwell Sabreliner 60,N169RF,private,USA,A1,1992-11-07,0
17226,Ilyushin Il-62M,RA-86703,"Aeroflot, Domodedovo",Russia,O1,1992-11-07,0
17227,Antonov An-22A,CCCP-09303,Soviet AF,Russia,A1,1992-11-11,33
17228,BN-2A-27 Islander,YR-BNS,Aviatia Utilitara,Romania,U1,1992-11-11,6
17229,Swearingen SA227-AC Metro III,N3044J,Aerodinos,Bolivia,A1,1992-11-12,0
17230,Beech C-12F Huron,85-1261,USAF,USA,A1,1992-11-12,8
17231,Douglas C-47 (DC-3),SE+H?,Mexican AF,Mexico,U1,1992-11-13,6
17232,Yakovlev Yak-40,VN-A449,Vietnam Airlines,Vietnam,A1,1992-11-14,30
17233,Ilyushin Il-18D,CU-T1270,Aerocaribbean,Dominican Rep.,A1,1992-11-15,34
17234,Boeing 737-287C,LV-JNE,Aerolineas Argentinas,Argentina,A1,1992-11-20,0
17235,Antonov An-24B,RA-46306,Yugavia,Russia,A1,1992-11-21,0
17236,Boeing 737-3Y0,B-2523,China Southern,China,A1,1992-11-24,141
17237,Boeing 707-321C,5X-DAR,DAS Air Cargo,Nigeria,A1,1992-11-25,0
17238,Boeing 707-365C,PT-TCP,Aerobrasil,Brazil,A1,1992-11-26,0
17239,Lockheed L-1329 JetStar 731,N6NE,Aerospace Finance Leasing Inc,U.K.,A1,1992-11-27,0
17240,Cessna S550 Citation S/II,PT-LKT,TAM,Brazil,A1,1992-12-01,0
17241,Canadair CL-44D4-6,N100BB,Tradewinds,Puerto Rico,A1,1992-12-01,0
17242,Lockheed C-141B Starlifter,65-0255,USAF,USA,A1,1992-12-01,7
17243,Lockheed C-141B Starlifter,66-0142,USAF,USA,A1,1992-12-01,6
17244,Harbin Yunshuji Y-12 II,D-0066,MIAT,Mongolia,A1,1992-12-05,6
17245,Tupolev Tu-154B,CCCP-85105,"Aeroflot, Armenia",Armenia,A1,1992-12-05,0
17246,MD-11,B-150,China Airlines,Japan,A2,1992-12-07,0
17247,DHC-6 Twin Otter 100,PK-YPG,Trigana Air Service,Indonesia,A1,1992-12-08,0
17248,BN-2B-27 Islander,XA-RML,Aero Sudpacifico,Mexico,A1,1992-12-09,9
17249,Douglas DC-8-52F,N810CK,Connie Kalitta,USA,A2,1992-12-09,0
17250,Rockwell Sabreliner 75A,AEE-402,Ecuador Army,Ecuador,A1,1992-12-10,13
17251,Volpar Turboliner II,N7770B,Connie Kalitta,USA,A1,1992-12-10,1
17252,Fokker F-27 Friendship 400M,9Q-CBH,Scibe Airlift Cargo Zaire,D.R. Congo,A1,1992-12-13,37
17253,Dornier 328-110,D-CHIC,Dornier,Germany,A2,1992-12-14,0
17254,BN-2A-26 Islander,P2-MBE,Milne Bay Air,P.N. Guinea,A1,1992-12-15,6
17255,BN-2 Islander,HKG-7,RHKAAF,Hong Kong,A1,1992-12-15,0
17256,Volpar Turboliner II,N706M,Mohican Air Service,USA,A1,1992-12-15,1
17257,DHC-6 Twin Otter 300,PK-NUH,Merpati Nusantara,Indonesia,A2,1992-12-16,0
17258,DHC-6 Twin Otter 300,PK-NUK,Merpati Nusantara,Indonesia,A2,1992-12-17,0
17259,Cessna 550 Citation II,N6887Y,U.S. Department of Energy,USA,A1,1992-12-18,8
17260,BN-2A-21 Islander,560,Philippine AF,Philippines,A1,1992-12-18,0
17261,Dassault Falcon 10,N50TE,"Manchester Group, owb Torrey Leasing Company",USA,A2,1992-12-18,0
17262,DC-10-30CF,PH-MBN,Martinair Holland,Portugal,A1,1992-12-21,56
17263,Boeing 727-2L5,5A-DIA,Libyan Arab Airlines,Libya,A1,1992-12-22,157
17264,Antonov An-26,CU-T110,Aerocaribbean,USA,H2,1992-12-29,0
17265,DHC-4A Caribou,EL-.. ??,Liberian AF,Liberia,O1,1992-12-01,6
17266,DHC-6 Twin Otter 200,T-83,LADE,Argentina,A1,1992-01-01,0
17267,Dornier 228-100,5N-AOR,Okada Air,Nigeria,A1,1992-01-01,6
17268,Dornier 228-101,CG-757,Indian Coast Guard,India,A1,1993-01-02,4
17269,Saab 340A,N342PX,Express Airlines,USA,A1,1993-01-02,0
17270,DHC-8-311,D-BEAT,"Lufthansa CityLine, op.for Contact Air",France,A1,1993-01-06,4
17271,Learjet 35A,XA-LAN,Aero-Fly,Mexico,A1,1993-01-08,9
17272,Hawker Siddeley HS-748,PK-IHE,Bouraq Indonesia,Indonesia,A1,1993-01-09,15
17273,Tupolev Tu-154B-2,85533,"Indian Airlines, lsf Uzbekistan Airways",India,A1,1993-01-09,0
17274,Beech 200 Super King Air,C-GCSL,St. Lawrence Construction,Canada,O1,1993-01-10,0
17275,Beech 200 Super King Air,C-FSSU,AÃ©ropro,Canada,O1,1993-01-10,0
17276,Embraer EMB-110P1 Bandeirante,G-ZAPE,Titan Airways,U.K.,A1,1993-01-13,2
17277,Douglas C-47A (DC-3),C-FAAM,Central Mountain Air Services,Canada,A1,1993-01-14,2
17278,Boeing 707-321C,YR-ABM,Air Afrique,Cote d'Ivoire,A1,1993-01-15,0
17279,Antonov An-24RV,46478,Kazakhstan Airlines,Kazakhstan,A1,1993-01-16,0
17280,Beech 200 Super King Air,PK-TRB,Indonesia Air Transport - IAT,Indonesia,A1,1993-01-17,0
17281,Antonov An-2T,26 black,DOSAAF,Russia,A1,1993-01-21,0
17282,unknown,L5805,Indian Airlines,India,H2,1993-01-22,0
17283,Fokker 100 ?,41-7855,Korean Air,South Korea,H2,1993-01-23,0
17284,BN-2A-20 Islander,P2-ISF,Island Airways,P.N. Guinea,A1,1993-01-23,0
17285,Ilyushin Il-76MD Adnan-1,NC21707,Iraqi AF,Iraq,C1,1993-01-23,0
17286,Lockheed L-100-30 Hercules,D2-EHD,"Transafrik, opf Endiama",Angola,C2,1993-01-23,0
17287,Fairchild FH-227B,PT-LCS,TABA,Brazil,A1,1993-01-25,3
17288,Nord 262A-44,9Q-CJK,Trans Service Airlift,D.R. Congo,A1,1993-01-27,9
17289,Antonov An-2R,CCCP-40479,"Aeroflot, Yakutsk",Russia,A1,1993-01-30,6
17290,Boeing 707-387B,LV-ISA,LADE,Brazil,A1,1993-01-31,0
17291,Shorts SC.7 Skyvan 3-100,9M-PID,Pan Malaysian Air Transport,Indonesia,A1,1993-01-31,14
17292,Antonov An-24B,RA-47180,Yakutavia,Russia,A1,1993-02-03,0
17293,Lockheed L-100-20 Hercules,N130X,Lockheed,USA,A1,1993-02-03,7
17294,Tupolev Tu-154M,EP-ITD,Iran Airtour,Iran,A1,1993-02-08,131
17295,Antonov An-32,PT-OTM,UN,Kenya,U1,1993-02-09,6
17296,Airbus A310-304,D-AIDM,Lufthansa,USA,H2,1993-02-11,0
17297,Antonov An-26,CCCP-26529,"Aeroflot, Uralsk",Russia,A2,1993-02-11,0
17298,Dassault Falcon 10,N85JM,ConAero,France,A1,1993-02-17,0
17299,Beech 200 Super King Air,10011,Turkish AF,Turkey,A1,1993-02-17,6
17300,Douglas DC-7CF,HI-599CT,Aerochago Airlines,Dominican Rep.,A1,1993-02-18,0
17301,Douglas DC-3,42-55957,Missionary Flights,USA,H2,1993-02-18,0
17302,Fairchild F-27F,XA-MCJ,Aero Cozumel,Mexico,A1,1993-02-18,0
17303,Convair CV-440-11,HP-1200CTH,Cargo Three Panama,Colombia,A1,1993-02-20,2
17304,Tupolev Tu-134,MW246,Aeroflot,Sweden,H2,1993-02-20,0
17305,ATR 72-202,43-15102,LOT,Poland,H2,1993-02-25,0
17306,Learjet 31,PT-OFK,LÃ­der TÃ¡xi AÃ©reo,Brazil,A2,1993-02-26,0
17307,Antonov An-12BP,CCCP-11399,MOM/Polyot,Armenia,A2,1993-02-27,0
17308,Dornier 228-201,B-12238,Formosa Airlines,Taiwan,A1,1993-02-28,6
17309,Douglas C-47A (DC-3),EC-FAH,"ARM, op.for Tadair",Spain,A1,1993-03-02,2
17310,Fokker 100,PH-KXL,Palair Macedonian,North Macedonia,A1,1993-03-05,83
17311,DHC-6 Twin Otter 100,C-FQBT,Kenn Borek Air,Canada,A1,1993-03-06,0
17312,Douglas DC-6,CP-1654,CAN,Bolivia,A1,1993-03-08,0
17313,DC-9-31,N978Z,TWA,USA,A2,1993-03-11,0
17314,ATR 42-320,RA-67066,Ethiopian Airlines,Ethiopia,H2,1993-03-12,2
17315,Transall C-160NG,F-227/64-GP,French AF,France,O1,1993-03-17,0
17316,Cessna 551 Citation II/SP,D-IGRC,Taunus Air,Germany,A2,1993-03-17,0
17317,Beech 200 Super King Air,LN-TSA,West Aviation,Norway,A1,1993-03-19,3
17318,Boeing 747-230B (M),D-ABZA,Lufthansa,Germany,A2,1993-03-20,0
17319,Fokker F-27 Friendship 300,ST-AWA,Air West Express,Ethiopia,A1,1993-03-23,0
17320,Embraer EMB-110C Bandeirante,PP-SBJ,Oeste Linhas AÃ©reas,Brazil,A1,1993-03-23,6
17321,Douglas DC-7C,HR-ALY,Aero Servicios,USA,O1,1993-03-24,0
17322,Airbus A320-231,RA-85847,Indian Airlines,India,H2,1993-03-27,0
17323,Boeing 737-3Z6,33-333,Thai AF,Thailand,A1,1993-03-30,6
17324,Boeing 747-121,N473EV,"JAL, lsf Evergreen International",USA,A2,1993-03-31,0
17325,Fairchild FH-227C,XA-RXR,Aeromonterrey,Mexico,A1,1993-04-01,0
17326,DC-9-15,YV-03C,LAV,Venezuela,A1,1993-04-02,11
17327,Boeing 757-21B,PP-VJK,China Southern,Taiwan,H2,1993-04-06,0
17328,Boeing 767-2S1ER,N767TA,TACA,Guatemala,A1,1993-04-06,0
17329,MD-11,B-2171,China Eastern,USA,A2,1993-04-06,2
17330,Antonov An-24RV,YL-LCH,Latavio,Armenia,A1,1993-04-06,0
17331,Antonov An-2M,CCCP-13343,MAP Kuibyshev,Unknown country,A1,1993-04-06,6
17332,BN-2A-26 Islander,ZK-FVD,Great Barrier Airlines,New Zealand,A2,1993-04-06,0
17333,Antonov An-2R,SP-WZD,ZUA,Poland,A1,1993-04-07,6
